"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails"
"1327","0.000","95","99","763","684","1526","195","174","176","711","214","759","164","226","320","93","223","86","96","273"
"1328","0.050","92","100","711","609","1517","171","152","199","590","194","711","184","175","270","87","203","87","91","258"
"1329","0.100","79","99","705","574","1390","175","164","191","632","189","699","136","171","232","68","191","81","78","285"
"1330","0.150","61","78","631","530","1361","130","131","186","549","182","684","121","183","241","73","213","82","65","262"
"1331","0.200","82","75","641","547","1303","125","150","169","560","157","625","140","170","276","78","166","64","81","262"
"1332","0.250","69","61","590","533","1182","140","145","163","563","150","591","165","190","222","65","150","61","79","208"
"1333","0.300","61","58","572","473","1182","134","142","161","459","147","610","126","145","212","61","158","56","67","223"
"1334","0.350","61","60","537","475","1112","130","136","153","471","156","579","123","152","209","79","147","75","64","201"
"1335","0.400","66","61","513","404","981","119","107","139","468","129","532","117","135","211","67","128","53","68","199"
"1336","0.450","56","49","492","424","956","112","113","142","412","127","491","118","141","196","60","124","54","53","198"
"1337","0.500","49","50","497","400","932","107","113","121","433","125","506","99","127","167","59","130","61","53","195"
"1338","0.550","52","54","454","385","877","99","97","120","393","130","453","105","118","165","56","107","57","48","156"
"1339","0.600","50","61","440","386","854","99","84","104","376","114","392","101","122","159","51","122","59","40","159"
"1340","0.650","49","50","398","334","796","105","95","108","373","97","390","84","109","139","37","125","56","35","167"
"1341","0.700","54","42","367","327","721","96","88","121","336","101","378","91","102","167","51","91","54","53","151"
"1342","0.750","42","43","386","309","737","84","89","91","330","108","377","86","98","143","35","96","46","26","151"
"1343","0.800","45","35","375","297","683","70","81","81","330","86","337","79","97","133","30","107","43","45","129"
"1344","0.850","34","33","310","305","601","74","82","86","261","86","339","88","106","135","35","96","40","19","138"
"1345","0.900","34","31","297","263","633","61","81","88","259","97","303","72","83","119","33","74","28","35","118"
"1346","0.950","41","28","293","255","603","71","64","74","269","82","286","70","66","103","47","70","33","45","140"
"1347","1.000","27","32","307","252","550","66","64","87","247","60","268","78","69","96","32","81","25","47","118"
"1348","1.050","22","30","272","222","505","76","77","72","239","89","301","64","90","124","33","59","38","45","115"
"1349","1.100","29","32","283","243","487","70","41","64","221","70","277","57","71","99","30","69","26","28","103"
"1350","1.150","23","28","266","198","530","61","56","79","237","63","246","60","77","86","28","57","22","31","88"
"1351","1.200","38","24","221","189","442","49","43","64","194","66","238","52","53","96","23","73","32","26","88"
"1352","1.250","30","27","206","185","449","49","47","55","179","56","217","55","58","84","24","58","25","22","99"
"1353","1.300","31","29","231","196","413","61","47","69","188","46","201","47","51","82","28","62","30","20","80"
"1354","1.350","20","18","200","163","418","63","56","59","193","63","184","49","58","72","25","46","22","18","70"
"1355","1.400","22","20","178","155","391","38","43","53","184","48","220","47","55","80","28","50","17","21","70"
"1356","1.450","21","19","185","140","375","33","29","43","143","56","171","42","52","63","20","55","29","21","52"
"1357","1.500","11","22","177","143","355","44","35","44","170","37","186","41","41","70","23","47","22","19","44"
"1358","1.550","16","16","154","127","353","36","39","43","132","32","161","47","49","64","21","42","22","26","64"
"1359","1.600","21","32","151","133","309","38","35","42","144","51","159","40","51","60","14","35","10","18","52"
"1360","1.650","17","14","152","111","309","39","41","41","146","43","143","28","41","69","16","29","23","17","55"
"1361","1.700","13","11","153","143","306","28","41","33","132","41","141","19","47","57","16","38","21","13","54"
"1362","1.750","18","20","148","106","271","25","30","33","102","38","143","29","31","57","13","33","11","13","54"
"1363","1.800","17","14","136","108","253","22","33","40","139","39","123","29","43","38","21","31","14","16","49"
"1364","1.850","23","16","113","97","250","31","28","31","112","29","107","33","29","42","15","33","13","17","42"
"1365","1.900","15","10","97","99","241","25","27","27","119","27","113","28","25","53","11","39","13","15","43"
"1366","1.950","20","8","132","105","216","16","22","27","93","22","96","21","35","46","12","24","15","7","41"
"1367","2.000","15","10","114","86","218","20","25","38","82","31","98","33","26","42","17","37","18","14","37"
"1368","2.050","14","13","102","84","203","19","22","30","73","31","120","22","26","33","13","29","12","11","37"
